FID,osm_id,amenity,name,short_name,official_name,alt_name,old_name,operator,operator-type,emergency,capacity,wheelchair,ref-FR-FINESS,type-FR-FINESS,ref-FR-NAF,ref-FR-SIRET,contact-website,url,phone,contact-phone,fax,contact-fax,email,contact-email,addr-housename,addr-housenumber,addr-street,addr-city,addr-postcode,wikidata,wikipedia,description,opening_hours,source,note,osm_type,osm_version,osm_timestamp,healthcare-speciality,the_geom,osm_original_geom
hospitals_point.115549677,115549677,hospital,Clinique Kennedy,,,,,,,,,yes,260003017,365,,,,,+33 4 75 00 35 00,,,,,,,,Avenue John Kennedy,,,,,,,,,way,6,2025-10-10T13:47:36Z,,POINT (526744.9029835089 5552070.060595407),"SRID=3857;POLYGON((526650.1732336705 5551997.066385374,526693.8327379597 5551969.820710779,526744.2938631363 5551941.669015807,526759.9231196437 5551937.935251491,526774.0718269235 5551939.122557133,526790.0684377506 5551944.887240676,526800.8441644593 5551956.463486149,526808.7255844073 5551970.914285595,526817.3973727402 5551999.206674053,526830.7891074828 5552043.73104183,526844.2810297668 5552090.13035187,526787.6973325966 5552099.2540151095,526817.5309561292 5552203.380032675,526816.7517196937 5552209.894783399,526749.2809763239 5552208.285623913,526737.6146936887 5552206.848316652,526731.3028785607 5552205.348518014,526727.3287727394 5552204.41114399,526728.8204539161 5552170.181435447,526726.7499113872 5552171.353148579,526675.910299942 5552167.556798578,526671.836006579 5552135.0144889215,526670.0548947263 5552130.686979805,526657.7540909935 5552042.043798656,526650.1732336705 5551997.066385374))"
hospitals_point.23115060,23115060,hospital,Hôpital Saint-Joseph,,,,,Groupe hospitalier Paris Saint-Joseph,private,yes,,yes,750000523,365,,,https://www.hpsj.fr/,,,,,+33 1 44 12 33 33,,,,,,,,Q3117857,,,,,Plan de Masse : https://www.hpsj.fr/wp-content/uploads/2014/11/Plan_juin_2017.pdf,way,39,2025-12-10T22:34:58Z,intensive,POINT (257331.6768223163 6245945.555862181),"SRID=3857;POLYGON((257016.82258061296 6245934.495401888,257077.8256615677 6245855.289315966,257138.6840271844 6245776.083970446,257141.13305598186 6245774.967931157,257144.40584901118 6245773.462969319,257206.9006111425 6245826.339710148,257258.20776444915 6245870.237632458,257264.58637127158 6245875.513515163,257286.56083875417 6245893.759301517,257298.6612674034 6245904.277279619,257325.84548705516 6245927.224103526,257363.34902350337 6245883.139877064,257420.06630406255 6245816.295302268,257427.10169588073 6245808.009520218,257451.0576502994 6245780.057747896,257507.69700721503 6245826.982282097,257523.77154168556 6245840.442484737,257568.6110325771 6245794.938292765,257595.36110621472 6245769.9795755325,257663.34391924218 6245837.804553892,257662.7316620428 6245838.447126716,257655.0060893818 6245847.10495476,257655.55155488665 6245849.35396232,257638.1077906793 6245867.227675211,257619.67328300397 6245886.116020154,257513.90863480134 6245994.54303689,257506.21645798747 6246002.473888421,257494.5613073014 6246014.1418924425,257472.63136761516 6246033.030564891,257348.37655199168 6246164.339286089,257343.99056405443 6246164.82968951,257343.80132092006 6246164.84659997,257333.49313607262 6246157.507462132,257335.85310927744 6246153.854806038,257325.65624392076 6246151.977747269,257284.32331698923 6246122.773472055,257252.48594262236 6246100.282697567,257237.14611679103 6246089.477000829,257206.92287504068 6246068.372956803,257202.69273439053 6246065.413659956,257195.50149528528 6246060.374402567,257145.16282154855 6246024.862942185,257139.39647192546 6246020.78758887,257125.84888989595 6246011.4193567345,257026.07323029792 6245941.005755714,257016.82258061296 6245934.495401888))"
hospitals_point.837360705,837360705,hospital,Hôpital Le Neuenberg,,,,,Fondation de la Maison Diaconat de Mulhouse,private,,,,,,,,,,,,,,,,,38,Rue du Pasteur Herrmann,Ingwiller,67340,,,,,,,way,4,2026-03-24T15:28:05Z,,POINT (833319.0884041013 6253146.482615863),"SRID=3857;POLYGON((833190.4769199227 6253112.636214907,833197.3453325047 6253034.107642537,833239.4463639227 6252973.790069837,833303.9448768884 6252997.077611523,833340.368614276 6253046.34383555,833369.3339457804 6253025.747100357,833482.8798263895 6253112.416198493,833378.8851580904 6253209.071652014,833431.1385270687 6253256.84974209,833430.8379644436 6253287.009482915,833263.9366518973 6253324.633148574,833246.6153391298 6253201.607936466,833190.4769199227 6253112.636214907))"
hospitals_point.141994192,141994192,hospital,Pôle Santé Sud,,,Centre Médico Chirurgical du Mans,,Elsan,private,yes,,,720017748,365,,,,,+33 2 43 78 38 38,,+33 2 43 78 40 18,,,,,,,,,,,,,,,way,8,2023-05-18T17:53:01Z,,POINT (25155.71050914733 6101139.544835164),"SRID=3857;POLYGON((24786.46461172477 6101058.162418256,24806.8026826927 6101036.400049161,24892.206996029297 6100948.320374551,25013.734484128316 6100868.238147595,25045.360351462685 6100831.58045397,25061.0786635627 6100829.984476304,25116.204075403526 6100862.835076341,25389.148334879552 6101068.686181075,25509.19527375102 6101159.227649603,25492.64206547006 6101175.520560201,25304.534389927587 6101419.16976301,25233.468027005158 6101507.254267322,25185.12197215364 6101452.68765589,25136.074604510126 6101403.674432149,25055.301181990526 6101261.2251040125,25019.389514260616 6101250.767607553,24963.72976886398 6101142.31963119,24885.91744479948 6101180.890577301,24864.532970618093 6101152.62736707,24786.46461172477 6101058.162418256))"
hospitals_point.1265775481,1265775481,hospital,cabinet médical,,,,,Rémi Trauchessec,private,,,,,,,,,,,,,,,,,5pl,Place Claude Bernard,Marseille,13012,,,,Mo-Fr 09:00-18:00,,,way,1,2024-03-24T11:10:23Z,community,POINT (603812.6414128995 5360490.530004315),"SRID=3857;POLYGON((603806.7141779057 5360495.428200393,603808.2726507769 5360483.49386854,603818.4583841844 5360486.140840821,603817.5121685126 5360496.958244047,603806.7141779057 5360495.428200393))"
hospitals_point.203492960,203492960,hospital,Hôpital de Jouars-Pontchartrain,,,,,,,no,,,780000386,,,,,,,,,,,,,,,,,Q92063251,,,,Le ministère des solidarités et de la santé - 03/2019,,way,5,2022-08-18T20:49:33Z,,POINT (211928.61963726408 6241946.664814939),"SRID=3857;POLYGON((211753.2712208545 6241895.759614088,211799.84729580244 6241865.910828914,211789.6949582421 6241849.786443956,211830.89430178463 6241823.504100262,211838.0632769917 6241834.253653494,211851.80010215566 6241826.49571984,211938.98552734492 6241828.878875174,212048.1008922205 6241886.210019628,212073.9381460336 6241949.50797475,212059.61132756853 6241966.8325975975,212082.89936504248 6241991.915333811,212036.92441534487 6242088.055242041,211912.11300226746 6242044.464244868,211881.65598958638 6242057.005718561,211849.40673310356 6242037.297696804,211753.2712208545 6241895.759614088))"
hospitals_point.367246128,367246128,hospital,U.G.E.C.A.M. Centre de réadaptation fonctionnelle Saint-Lazare,,,,,,,,,,600101679,,,,,,,,,,,,,,,,,,,,,,,way,9,2021-07-06T12:44:50Z,,POINT (235131.5743753412 6345024.223783756),"SRID=3857;POLYGON((234928.02998097613 6345004.731170102,234935.05424084514 6344987.792516387,235052.2625327014 6344941.373936394,235102.43422720188 6344921.509668531,235189.00739519182 6344887.136554587,235267.19820552506 6344856.442115788,235275.24660470936 6344861.626285704,235301.84083105993 6344959.664160842,235326.9433762338 6345052.74131767,235320.9098598328 6345066.155463546,235155.58928405572 6345131.190420953,235142.8877301562 6345136.237880167,235009.126230019 6345189.330490867,234997.57126687464 6345183.581484269,234991.92736869145 6345169.072104159,234966.44633724887 6345103.523554318,234928.02998097613 6345004.731170102))"
hospitals_point.616666876,616666876,hospital,Centre hospitalier de Charlieu,,,,,,,,,,420000036,,,,,,,,,,,,,,,,,Q92063129,,,,Le ministère des solidarités et de la santé - 03/2019,,way,13,2026-03-09T22:13:50Z,,POINT (463632.30624982197 5805970.9449184425),"SRID=3857;POLYGON((463510.44823656883 5806038.001085617,463511.7618065601 5806033.6778185805,463529.4393416981 5805975.4987429045,463535.18342742306 5805950.7325729765,463552.9277542555 5805883.730868439,463555.1541440714 5805878.523753151,463562.3787790239 5805880.404099985,463560.55313937477 5805887.475493367,463577.5293617208 5805891.702260747,463592.34598594543 5805895.39867494,463595.7189665164 5805896.23438619,463620.15359474556 5805902.309366493,463636.1279416744 5805837.911573384,463729.41367495916 5805908.400422358,463759.7259723021 5805990.364906773,463736.4379348282 5806015.886552323,463713.6285711647 5806004.57216133,463700.0030654915 5805997.822105416,463666.11741249403 5806088.305426193,463598.72459276783 5806066.528272383,463567.49947560026 5806056.435262826,463510.44823656883 5806038.001085617))"
hospitals_point.-12344945,-12344945,hospital,Centre hospitalier du Rouvray,CH du Rouvray,,,,Centre hospitalier universitaire de Rouen,public,,,,760000190,292,,,,,+33 2 32 95 12 34,,+33 2 32 95 11 50,,,,,4,Rue Paul Éluard,Sotteville-lès-Rouen,76300,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre;mise à jour : 2008,,way,5,2026-02-03T17:35:25Z,physiatry,POINT (121818.84946291047 6342836.689329324),"SRID=3857;POLYGON((120998.18618419289 6343524.45601128,121105.00836755813 6343289.737527295,121145.19470373451 6343198.83527169,121150.037101584 6343198.90369605,121152.55292207592 6343193.652127935,121155.11327036416 6343187.665002163,121152.63084571948 6343183.063471258,121320.96817969708 6342818.438649015,121332.58993453589 6342793.071504166,121359.54038325696 6342734.400653455,121373.24381257361 6342704.586439396,121314.99032304148 6342677.645975534,121301.72103973891 6342585.074068673,121298.38145501511 6342561.144430895,121287.10479059776 6342483.985069528,121275.4496399117 6342402.789761112,121264.0950518508 6342324.143779147,121260.03189043685 6342294.638897541,121307.23135453319 6342302.404230246,121360.3752794379 6341939.322739671,121631.99483697349 6341992.651702238,121704.76438810503 6342006.283309856,121740.15285422822 6342013.073466446,121799.60859426094 6342024.1224483475,121944.3128003431 6342052.052834259,122226.60789704575 6342105.621966526,122371.72398524388 6342134.099948891,122426.68241784848 6342145.234609692,122503.10324827807 6342160.713694151,122517.63044182661 6342171.14712629,122521.32624892094 6342176.22701515,122488.98793684551 6342384.026179185,122486.52777609898 6342405.629103508,122467.83723359476 6342402.670029831,122454.82398512105 6342487.730985354,122453.95569309284 6342493.409728519,122442.08903537429 6342571.031006363,122453.97795699103 6342572.673068464,122455.42511037132 6342572.895431064,122459.31016060003 6342573.545414089,122458.26375738655 6342580.336029193,122421.65077686464 6342811.630736135,122411.00863354481 6342824.442616966,122403.7839985923 6342863.784963267,122402.72646342978 6342869.549487745,122400.92308767895 6342879.350898975,122399.8766844655 6342888.057572302,122399.45367040049 6342891.632613667,122396.32559270917 6342917.650065792,122384.50346278695 6342982.052586793,122405.69869383397 6342989.7672379585,122402.6708036844 6343053.109752592,122365.42330206496 6343294.219372647,122357.34150703336 6343299.334153277,122352.64382452189 6343306.3990560565,122348.94801742758 6343327.097715838,122344.5620294903 6343351.71379169,122347.83482251962 6343358.778738522,122354.99266577765 6343360.523593135,122334.76591430051 6343482.510356684,122307.49263905616 6343668.376360523,122304.29776967036 6343669.283034036,121811.11902960895 6343614.147198176,121805.38607583308 6343613.445813828,121800.02047637684 6343612.795750339,121435.43801207979 6343571.893172394,121239.91645845049 6343549.962219319,121064.35448952041 6343531.606637245,120998.18618419289 6343524.45601128))"
hospitals_point.1394507050,1394507050,hospital,Institut Départemental Albert Calmette - IDAC,IDAC,,,,,,,,,620112607,,,,,,,,,,,,,,,,,,,,,,,way,1,2025-06-12T09:33:23Z,psychiatry;child_psychiatry,POINT (180161.73582511462 6545862.457781578),"SRID=3857;POLYGON((179901.19154924445 6546082.090300132,179926.58352509444 6546052.117535246,179921.39603682345 6545969.210980348,179953.6675572044 6545942.288438819,179977.55671992866 6545950.053199277,180033.39457651056 6545909.75715159,180023.92128784404 6545845.571334685,180036.07737623868 6545842.5741391545,180081.4623326351 6545833.021681121,180100.56475725523 6545759.564524431,180093.99690729842 6545733.887099338,180086.53850141526 6545696.957318058,180096.3902763505 6545673.576137084,180148.9330760049 6545639.538584166,180174.0133572806 6545631.774115695,180138.79187039364 6545433.668713528,180069.7737861018 6545451.3004800305,180024.72278817775 6545448.443640557,180024.78957987225 6545254.7417136235,180055.03508552077 6545231.975200311,180084.23418795588 6545229.696799814,180198.02497144474 6545307.408137779,180241.76239937742 6545430.110816901,180206.26261376342 6545445.446589163,180215.52439539746 6545482.480405789,180258.64956613077 6545548.714039544,180291.3663644749 6545721.0396531345,180406.0143080429 6545766.73318501,180478.4832965493 6545864.763928358,180355.69789820432 6545947.87976672,180320.9216892805 6545902.886335765,180231.94402028946 6545914.524659807,180243.8886016516 6546047.402531259,180351.37870196154 6546030.978913856,180366.87437507996 6546089.785080128,180248.84231899187 6546106.454206718,180262.9910262717 6546251.026550067,180235.3503967077 6546314.2514535785,180207.8433505327 6546377.33661248,180126.17937208677 6546358.826440872,180112.20877599219 6546354.041147577,180136.47642498513 6546276.319959052,180127.13671970757 6546243.857469032,180056.9720446606 6546253.410402356,180031.89176338483 6546147.11930447,179902.91700135177 6546198.371635341,179901.19154924445 6546082.090300132))"
hospitals_point.473365611,473365611,hospital,Nouvelle Clinique Bel Air,,,,,,,,,yes,330780040,365,86.10Z,45920049900018,,,+33 826 300 606,,,,,,,138,Avenue de la République,Bordeaux,33200,,,,,INSEE - 2025-02,,way,7,2025-02-06T20:00:43Z,,POINT (-67498.7262497225 5596224.70460419),"SRID=3857;POLYGON((-67543.07877492058 5596296.197970151,-67526.13594842184 5596130.464618271,-67524.61087139796 5596126.178857178,-67497.67155462601 5596127.654540259,-67500.87755596085 5596162.866921693,-67468.07170202407 5596165.614215353,-67451.1511394235 5596167.042808388,-67466.73586813455 5596305.444715291,-67543.07877492058 5596296.197970151))"
hospitals_point.-3608636,-3608636,hospital,Hôpital Michel Fontan 2,,,Hôpital Michel Fontan 2,,,,,,,590791653,101,,,,,,,,,,,,,,,,,,,,,,way,10,2026-02-20T10:09:14Z,,POINT (337313.0737650702 6552809.968345056),"SRID=3857;POLYGON((337258.9505665033 6552805.381840742,337267.9117855121 6552805.364298495,337267.9229174612 6552803.46973614,337261.53317868966 6552803.46973614,337261.2437480136 6552769.40277245,337283.329534987 6552769.3852302795,337283.4074586305 6552772.367399648,337283.5299100704 6552776.752944787,337300.02745860594 6552776.647691678,337300.0831183514 6552759.77212696,337301.3076327501 6552759.754584805,337313.7531518208 6552759.561621166,337340.95963537064 6552759.140609612,337340.8594478289 6552764.403255626,337348.97463870776 6552764.350629152,337360.2624350742 6552764.262918358,337361.26431049133 6552858.587644628,337348.38464540656 6552858.517475192,337348.47370099917 6552853.58807378,337328.7812830779 6552853.552989079,337328.6810955361 6552855.62298646,337322.05758583394 6552855.658071166,337322.05758583394 6552853.605616125,337270.9730715089 6552853.605616125,337270.89514786535 6552846.167663674,337269.7374251611 6552846.132579009,337269.59270982305 6552848.886725704,337259.11754573946 6552848.886725704,337258.9505665033 6552805.381840742),(337279.7673112816 6552787.629106799,337279.9008946705 6552803.592531837,337281.1588049165 6552803.627616319,337281.19220076373 6552811.065530431,337279.9231585687 6552811.065530431,337280.0233461104 6552828.520095764,337294.73978279333 6552828.555180354,337294.6841230479 6552831.028644372,337301.9421538476 6552830.923390566,337301.66385512066 6552787.734360048,337279.7673112816 6552787.629106799),(337323.8386976866 6552803.241686996,337324.2728437007 6552832.256605503,337329.62731120794 6552832.221520895,337329.5493875643 6552830.747967564,337340.9930312179 6552830.502375369,337340.72586443997 6552802.943468897,337323.8386976866 6552803.241686996),(337325.8647124191 6552783.506688866,337326.06508750253 6552796.119540007,337340.38077401853 6552795.821322164,337340.2805864768 6552783.208471478,337325.8647124191 6552783.506688866))"
hospitals_point.358627517,358627517,hospital,Centre Hospitalier de Seclin,,,,,,public,yes,,,590000121,355,,,,,,,,,,,,,,,,,,,,,,way,7,2024-06-16T18:52:34Z,,POINT (335978.74294451624 6541503.352754372),"SRID=3857;POLYGON((335632.1275280504 6541074.870054158,335646.1649158393 6541063.764067541,335856.7257326748 6541292.92879089,335943.1319214286 6541223.3658870775,335967.0990077964 6541223.943969734,335984.6429595454 6541209.912338429,335970.0155784552 6541195.425273435,336062.22151267924 6541104.018960727,336079.35358231235 6541122.990329573,336096.7194228761 6541105.6305619255,336200.89220236044 6541113.478363569,336227.75359548884 6541135.392688439,336241.40136506007 6541227.167219245,336222.79987814854 6541231.704295415,336231.89468054636 6541269.332343614,336205.0666832652 6541276.321930101,336250.8189939812 6541387.8933481965,336253.8023563344 6541404.080000346,336312.50112382974 6541444.599323866,336192.20928207855 6541531.822528265,335966.8207090694 6541713.717142473,336175.6004140522 6541962.749155111,335982.44996557676 6542054.813189381,335922.77158656245 6541988.502454281,335806.7432813086 6541858.562988076,335890.7783649085 6541789.783669229,335787.8078359247 6541683.462410492,335843.4564493723 6541629.067238839,335802.83596718183 6541582.888559422,335723.9104482094 6541471.402098454,335717.7767442667 6541439.081116363,335698.4850765122 6541376.524171005,335683.27883406985 6541294.102483793,335681.24168738833 6541227.44750187,335690.0025313138 6541139.176462647,335632.1275280504 6541074.870054158))"
